status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,adverse_target,profile_group_id
no checking account,60,critical account/other credits existing,car (new),13756,unknown/no savings account,... >= 7 years,2,male : single,none,4,unknown/no property,63,bank,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,7528492147340156283
0 <= ... < 200 DM,60,all credits at this bank paid back duly,furniture/equipment,14782,100 <= ... < 500 DM,... >= 7 years,3,female : divorced/separated/married,none,4,unknown/no property,60,bank,for free,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0,1,17771612247957254203
... < 100 DM,48,all credits at this bank paid back duly,others,7685,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,guarantor,4,car or other,37,none,rent,1,skilled employee/official,1,no,yes,0,1,10108944173069276982
no checking account,18,delay in paying off in the past,domestic appliances,2320,... < 100 DM,unemployed,2,male : married/widowed,none,3,real estate,34,none,own,2,skilled employee/official,1,no,yes,1,0,15341342317089840403
no checking account,7,delay in paying off in the past,domestic appliances,846,unknown/no savings account,... >= 7 years,3,male : single,none,4,unknown/no property,36,none,for free,1,skilled employee/official,1,no,yes,1,0,1242671408864062024
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (new),14318,... < 100 DM,... >= 7 years,4,male : single,none,2,unknown/no property,57,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,1,6234648322954492080
no checking account,6,critical account/other credits existing,car (new),362,100 <= ... < 500 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,car or other,52,none,own,2,unskilled - resident,1,no,yes,1,0,384752025464683470
... < 100 DM,20,existing credits paid back duly till now,radio/television,2212,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,4,car or other,39,none,own,1,skilled employee/official,1,yes,yes,1,0,7978701401856676578
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (used),12976,... < 100 DM,unemployed,3,female : divorced/separated/married,none,4,unknown/no property,38,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,1,4399137810235742297
no checking account,22,existing credits paid back duly till now,car (new),1283,unknown/no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,25,none,rent,1,skilled employee/official,1,no,yes,1,0,735563656964780822
... >= 200 DM / salary for at least 1 year,12,existing credits paid back duly till now,car (new),1330,... < 100 DM,... < 1 year,4,male : single,none,1,real estate,26,none,own,1,skilled employee/official,1,no,yes,1,0,2197284885750720728
no checking account,30,delay in paying off in the past,others,4272,100 <= ... < 500 DM,1 <= ... < 4 years,2,male : single,none,2,building society savings agreement/life insurance,26,none,own,2,unskilled - resident,1,no,yes,1,0,11353688046878402349
no checking account,18,critical account/other credits existing,domestic appliances,2238,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,1,car or other,25,none,own,2,skilled employee/official,1,no,yes,1,0,5445096355225227128
no checking account,18,existing credits paid back duly till now,domestic appliances,1126,unknown/no savings account,... < 1 year,4,female : divorced/separated/married,none,2,real estate,21,none,rent,1,skilled employee/official,1,yes,yes,1,0,7081212403518814389
0 <= ... < 200 DM,18,critical account/other credits existing,radio/television,7374,... < 100 DM,unemployed,4,male : single,none,4,building society savings agreement/life insurance,40,stores,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,198487761568725133
0 <= ... < 200 DM,15,critical account/other credits existing,others,2326,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male : single,none,4,car or other,27,bank,own,1,skilled employee/official,1,no,yes,1,0,2716887785736790494
no checking account,9,existing credits paid back duly till now,others,1449,... < 100 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,2,car or other,27,none,own,2,skilled employee/official,1,no,yes,1,0,10047229204816027124
no checking account,18,existing credits paid back duly till now,car (new),1820,... < 100 DM,1 <= ... < 4 years,2,male : married/widowed,none,2,building society savings agreement/life insurance,30,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,14488374339100384039
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,983,... >= 1000 DM,... < 1 year,1,female : divorced/separated/married,none,4,real estate,19,none,rent,1,unskilled - resident,1,no,yes,1,0,3656633326010148528
... < 100 DM,36,existing credits paid back duly till now,car (new),3249,... < 100 DM,4 <= ... < 7 years,2,male : single,none,4,unknown/no property,39,bank,for free,1,management/self-employed/highly qualified employee/officer,2,yes,yes,1,0,7548495410052338660
... < 100 DM,6,critical account/other credits existing,domestic appliances,1957,... < 100 DM,4 <= ... < 7 years,1,female : divorced/separated/married,none,4,car or other,31,none,own,1,skilled employee/official,1,no,yes,1,0,2609435207849210139
no checking account,9,critical account/other credits existing,radio/television,2406,... < 100 DM,unemployed,2,male : single,none,3,car or other,31,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,1,0,7673613372149563543
0 <= ... < 200 DM,39,delay in paying off in the past,retraining,11760,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,none,3,unknown/no property,32,none,rent,1,skilled employee/official,1,yes,yes,1,0,9742364398720536042
... < 100 DM,12,existing credits paid back duly till now,radio/television,2578,... < 100 DM,unemployed,3,female : divorced/separated/married,none,4,unknown/no property,55,none,for free,1,management/self-employed/highly qualified employee/officer,1,no,yes,1,0,11656629957486186521
... < 100 DM,36,critical account/other credits existing,radio/television,2348,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,2,building society savings agreement/life insurance,46,none,own,2,skilled employee/official,1,yes,yes,1,0,5389968062101162179
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),1223,... < 100 DM,... >= 7 years,1,male : divorced/separated,none,1,real estate,46,none,rent,2,skilled employee/official,1,no,yes,0,1,446030897719233694
no checking account,24,critical account/other credits existing,domestic appliances,1516,... >= 1000 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,real estate,43,none,own,2,unskilled - resident,1,no,yes,1,0,6872841346476996846
no checking account,18,existing credits paid back duly till now,domestic appliances,1473,... < 100 DM,... < 1 year,3,male : married/widowed,none,4,real estate,39,none,own,1,skilled employee/official,1,yes,yes,1,0,14191566673530063802
0 <= ... < 200 DM,18,critical account/other credits existing,others,1887,unknown/no savings account,1 <= ... < 4 years,4,male : married/widowed,none,4,real estate,28,bank,own,2,skilled employee/official,1,no,yes,1,0,12295947204674707403
no checking account,24,delay in paying off in the past,others,8648,... < 100 DM,... < 1 year,2,male : single,none,2,car or other,27,bank,own,2,skilled employee/official,1,yes,yes,0,1,14355942294200635666
no checking account,14,delay in paying off in the past,car (new),802,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,car or other,27,none,own,2,unskilled - resident,1,no,yes,1,0,17397022250631693075
0 <= ... < 200 DM,18,delay in paying off in the past,car (new),2899,unknown/no savings account,... >= 7 years,4,male : single,none,4,car or other,43,none,own,1,skilled employee/official,2,no,yes,1,0,13724707083407563802
0 <= ... < 200 DM,24,existing credits paid back duly till now,domestic appliances,2039,... < 100 DM,... < 1 year,1,male : married/widowed,none,1,building society savings agreement/life insurance,22,none,own,1,skilled employee/official,1,yes,yes,0,1,8055514063825651724
no checking account,24,critical account/other credits existing,car (used),2197,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,4,car or other,43,none,own,2,skilled employee/official,2,yes,yes,1,0,3172214610741473222
... < 100 DM,15,existing credits paid back duly till now,domestic appliances,1053,... < 100 DM,... < 1 year,4,male : married/widowed,none,2,real estate,27,none,own,1,skilled employee/official,1,no,no,1,0,6238490311191300741
no checking account,24,existing credits paid back duly till now,domestic appliances,3235,500 <= ... < 1000 DM,... >= 7 years,3,male : divorced/separated,none,2,car or other,26,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,4277876541482223461
... >= 200 DM / salary for at least 1 year,12,critical account/other credits existing,car (new),939,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male : married/widowed,none,2,real estate,28,none,own,3,skilled employee/official,1,yes,yes,0,1,7412519053316173144
0 <= ... < 200 DM,24,existing credits paid back duly till now,domestic appliances,1967,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,4,car or other,20,none,own,1,skilled employee/official,1,yes,yes,1,0,16575750889437258310
no checking account,33,critical account/other credits existing,car (used),7253,... < 100 DM,4 <= ... < 7 years,3,male : single,none,2,car or other,35,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,9254255208705663050
no checking account,12,critical account/other credits existing,others,2292,... < 100 DM,unemployed,4,male : single,none,2,car or other,42,stores,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0,1,3418379719839897480
no checking account,10,existing credits paid back duly till now,car (new),1597,500 <= ... < 1000 DM,1 <= ... < 4 years,3,male : single,none,2,unknown/no property,40,none,rent,1,unskilled - resident,2,no,no,1,0,16914217565758162286
... < 100 DM,24,existing credits paid back duly till now,car (new),1381,unknown/no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,building society savings agreement/life insurance,35,none,own,1,skilled employee/official,1,no,yes,0,1,15349761056916085977
no checking account,36,critical account/other credits existing,car (used),5842,... < 100 DM,... >= 7 years,2,male : single,none,2,building society savings agreement/life insurance,35,none,own,2,skilled employee/official,2,yes,yes,1,0,3028864080822575007
... < 100 DM,12,existing credits paid back duly till now,car (new),2579,... < 100 DM,... < 1 year,4,male : single,none,1,real estate,33,none,own,1,unskilled - resident,2,no,yes,0,1,12766037074736086421
... < 100 DM,18,delay in paying off in the past,retraining,8471,unknown/no savings account,1 <= ... < 4 years,1,female : divorced/separated/married,none,2,car or other,23,none,rent,2,skilled employee/official,1,yes,yes,1,0,6231013012463323380
no checking account,21,existing credits paid back duly till now,car (new),2782,500 <= ... < 1000 DM,4 <= ... < 7 years,1,female : divorced/separated/married,none,2,car or other,31,bank,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,1,0,1288922081361757039
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (new),1042,unknown/no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,building society savings agreement/life insurance,33,none,own,1,skilled employee/official,1,no,yes,0,1,14146377532529998176
no checking account,15,existing credits paid back duly till now,car (new),3186,... >= 1000 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,3,car or other,20,none,rent,1,skilled employee/official,1,no,yes,1,0,16078896671017950070
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (used),2028,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,2,car or other,30,none,own,1,skilled employee/official,1,no,yes,1,0,3095768079241873133
0 <= ... < 200 DM,12,critical account/other credits existing,car (new),958,... < 100 DM,4 <= ... < 7 years,2,male : single,none,3,real estate,47,none,own,2,unskilled - resident,2,no,yes,1,0,15270142037884819596
no checking account,21,delay in paying off in the past,radio/television,1591,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,none,3,real estate,34,none,own,2,management/self-employed/highly qualified employee/officer,1,no,yes,1,0,9032213541076097981
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,2762,unknown/no savings account,... >= 7 years,1,female : divorced/separated/married,none,2,building society savings agreement/life insurance,25,bank,own,1,skilled employee/official,1,yes,yes,0,1,10199037661801328161
